,doc_id,review_text,total_sentiment
829,830,My coach found this and recommended we all learn...it really did help me improve and my technique has gotten much better!  Here is the link     [...],7.0
830,831,The ink is very clear and prints great. The only problem I have with HP cartridges is that they run out so fast and you have to keep replacing the entire cartridge. A decently refillable design would be much better so you buy the ink tubes only and not the entire printing device.,8.0
831,832,"this is poor quality, the led won't last long, the LED is chip in the cover. no instruction! no wire to connect the switch, how?",7.0
832,833,glad I decided to look online. Options available in stores were to limited. easy to install once decided how to configure.,8.0
833,834,"The watch arrived in great condition, packed very well, directions or the watch was very easy to read. I have had many people ask what store I got it from, when I told them here. They seemed surprised.",10.0
834,835,I have not got to use this memory card as there was a problem with the camera I ordered. So I have not been able to see how it works as of yet. I am sure it will work fine.,8.0
835,836,"Hehe. I have to admit that I loved this book. It was poor writing quality, as everybody says. Basically junk food in book form. But it was great! I couldn't put it down and frankly some of the scenes turned me on.",17.0
836,837,"It is really fancy looking and well-functioning light fans. Fans are working great and it has  levels of strengths. But, the light is pretty dim and yellowish. If you prefer a bright light, this might not be a good choice.",14.0
837,838,"It didn't say it was made in China, but apparently it was. That doesn't really bother me. What bothers me is that I spent money on something that doesn't actually work the way the advertisement said it would. It was a huge struggle to huge and I don't have any intention of recommending this to anyone. Or using it again, for that matter.",12.0
838,839,I bought this for my parents anniversary gift and we just set it up this past weekend. I was shocked at how easy it was to set up and how sturdy it is. They loved the color of it too.,10.0
839,840,"At the very least, I learned something from this book, even if it isn't the most excellent resource.",2.0
840,841,This not a good product. Because it make by simple chemical. This is not a good product. It is really bad.,11.0
841,842,"Perfect for simple windows during the summer or spring. Yes, they;re quite simple and all, there're also some defects on the actual product but I managed to fix them and now they look great on my windows.",6.0
842,843,"This broked after 2 days after i bought it!Not really good but it works really well when i worked,I think mine is just a defective item.",4.0
